NUM_PARC;NO_FILIALE;ETABLISSEMENT;SOCIETE;DORM;ETAT_ADMINISTRATIF;ETAT_PHYSIQUE;DATE_MISE_EN_SERVICE;IMMATRICULATION;TYPE;CEINTURE;CLIMATISATION;RAMPE_PMR;PLACES_ASSISES;ETHYLOTEST;CHAMP_LIBRE_1;CHAMP_LIBRE_2;CHAMP_LIBRE_3;MAD;ACTIVITE;NORME_EURO;NO_SERIE;DATE_KILOMETRES;KILOMETRES_COMPTEUR;MARQUE;PROPULSION;NB_PORTES;TOILETTES;LIVREE;COULEUR;PRESENCE_SAEIV;MARQUE_SAEIV;TYPE_SAEIV;PRESENCE_GIROUETTE_AVT;MARQUE_GIROUETTE_AVT;TYPE_GIROUETTE_AVT;PRESENCE_GIROUETTE_LAT;MARQUE_GIROUETTE_LAT;TYPE_GIROUETTE_LAT;PRESENCE_GIROUETTE_ARR;MARQUE_GIROUETTE_ARR;TYPE_GIROUETTE_ARR;NUM_SERIE_MOTEUR;MARQUE_MOTEUR;TYPE_MOTEUR;NUM_SERIE_BOITE;MARQUE_BOITE;TYPE_BOITE;NUM_SERIE_PONT;MARQUE_PONT;TYPE_PONT;PRESENCE_ENREG_VIDEO;NUM_SERIE_ENREG_VIDEO;ID_MARQUE_ENREG_VIDEO;ID_TYPE_ENREG_VIDEO;PRESENCE_CAMERA;NUM_SERIE_CAMERA;ID_MARQUE_CAMERA;ID_TYPE_CAMERA;PRESENCE_BILLETIQUE1;NUM_SERIE_BILLETIQUE1;ID_MARQUE_BILLETIQUE1;ID_TYPE_BILLETIQUE1;PRESENCE_BILLETIQUE2;NUM_SERIE_BILLETIQUE2;ID_MARQUE_BILLETIQUE2;ID_TYPE_BILLETIQUE2;ID_MARQUE_RAMPEPMR;ID_TYPE_RAMPEPMR;NB_VALIDATEUR;CHAUFFAGE;KITCHENETTE;NB_CAMERA_VIDEO;NB_PLACES_PMR
119118;119118;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;08/12/2011;BY-431-TE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702655;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119119;119119;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;08/12/2011;BY-607-TE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702656;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119120;119120;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;08/12/2011;BY-535-TE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702657;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119121;119121;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;08/12/2011;BY-565-TE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702658;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119122;119122;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-487-XC;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702660;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119123;119123;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-498-XC;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702665;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119124;119124;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-510-XC;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702671;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119125;119125;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-523-XC;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702667;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119126;119126;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-534-XC;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702662;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119127;119127;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-546-XC;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702661;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119128;119128;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-555-XC;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702675;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119129;119129;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-562-XC;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702659;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119130;119130;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-570-XC;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702666;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119131;119131;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-577-XC;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702663;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119132;119132;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-833-XD;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702673;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119133;119133;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-875-XD;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702674;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119134;119134;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-826-XD;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702676;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119135;119135;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-858-XD;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702677;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119136;119136;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-840-XD;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702678;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119137;119137;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-869-XD;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702679;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119138;119138;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-805-XD;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702680;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119139;119139;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-815-XD;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702681;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119140;119140;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-849-XD;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702683;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
119141;119141;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;12/12/2011;BY-788-XD;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808313702684;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
129138;129138;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;04/12/2012;CN-422-NE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808310604327;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
129139;129139;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;04/12/2012;CN-394-NE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808310604328;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
129140;129140;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;04/12/2012;CN-438-NE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808310604329;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
129141;129141;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;04/12/2012;CN-412-NE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808310604330;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
129142;129142;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;04/12/2012;CN-445-NE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808310604331;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
129143;129143;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;04/12/2012;CN-473-NE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808310604332;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
129144;129144;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;04/12/2012;CN-398-NE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808310604333;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
129145;129145;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;04/12/2012;CN-478-NE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808310604334;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
129146;129146;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;04/12/2012;CN-454-NE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808310604335;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
129147;129147;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;04/12/2012;CN-461-NE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808310604336;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
129148;129148;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;04/12/2012;CN-430-NE;CITARO O530;Non;Oui;Automatique;45;Non;;;;Non;Bus et Car;;WEB62808310604337;;;MERCEDES;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
122018;122018;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;22/02/2012;CB-539-TD;CITY 21;Non;Oui;Automatique;11;Non;;;;Non;Bus et Car;;ZFA25000002057459;;;DIETRICH;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
122024;122024;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;24/02/2012;CB-601-WT;CITY 21;Non;Oui;Automatique;11;Non;;;;Non;Bus et Car;;ZFA25000002096420;;;DIETRICH;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
122025;122025;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;24/02/2012;CB-501-WT;CITY 21;Non;Oui;Automatique;11;Non;;;;Oui;Bus et Car;;ZFA25000002094277;;;DIETRICH;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
122026;122026;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;24/02/2012;CB-537-WT;CITY 21;Non;Oui;Automatique;11;Non;;;;Oui;Bus et Car;;ZFA25000002094235;;;DIETRICH;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113205;113205;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-625-GP;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013369;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113206;113206;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-014-GP;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013361;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113207;113207;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-423-GN;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013358;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113208;113208;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-865-GM;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013356;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113209;113209;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-306-GM;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013350;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113210;113210;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-935-GL;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013348;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113211;113211;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-814-GL;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013343;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113212;113212;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-765-GL;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013341;;;IRISBUS;GAZOLE;0;;;;Non;;;Oui;HANNOVER;Diodes;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113213;113213;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-685-GL;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013337;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113214;113214;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-592-GL;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013335;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113215;113215;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-483-GL;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013330;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113216;113216;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-371-GL;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013324;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113217;113217;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-135-GL;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013322;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113218;113218;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-811-GK;CROSSWAY LE Bus;Non;Oui;Manuelle;540;Non;;;;Non;Bus et Car;;VNESFR1610M013316;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113219;113219;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;20/12/2011;BZ-013-GL;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013318;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113220;113220;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;23/12/2011;BZ-595-KW;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013379;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113221;113221;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;23/12/2011;BZ-804-KT;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013376;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113222;113222;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;23/12/2011;BZ-332-KT;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013367;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
113223;113223;KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;135 KEOLIS PAYS D'AIX;Actif;En exploitation;23/12/2011;BZ-573-KS;CROSSWAY LE Bus;Non;Oui;Manuelle;50;Non;;;;Non;Bus et Car;;VNESFR1610M013363;;;IRISBUS;GAZOLE;0;;;;Non;;;Non;;;Non;;;Non;;;;;;;;;;;;Non;;;;Non;;;;Non;;;;Non;;;;;;0;Non;Non;0;0
